Ticker,ExDate,Amount,Interest,AvgInterest,WithholdingTax
MBH.SI,2020-01-02,0.0209,0,0,0
MBH.SI,2021-01-04,0.0288,0,0,0
MBH.SI,2021-07-01,0.0145,0,0,0
MBH.SI,2022-01-03,0.0137,0,0,0
MBH.SI,2022-07-01,0.0135,0,0,0
MBH.SI,2023-01-03,0.0145,0,0,0
MBH.SI,2023-07-03,0.0155,0,0,0
MBH.SI,2024-01-02,0.0158,0,0,0
MBH.SI,2024-07-01,0.0161,0,0,0
MBH.SI,2025-01-02,0.0162,0,0,0
MBH.SI,2025-07-01,0.0163,0,0,0
MBH.SI,2026-01-02,0.016,0,0,0
